Molecule ChEMBL ID	Molecule Name	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties	Action Type
CHEMBL3318366		None	227.09	0	3.24	4c	Clc1ccc(Cn2ccnc2)c(Cl)c1	IC50	'='	310000	nM		Outside typical range		UO_0000065					0	CHEMBL3365094	Inhibition of IDO1 (unknown origin) using L-tryptophan substrate incubated for 60 mins in presence of 0.01% Triton-X by HPLC	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351924	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL573686		None	253.65	0	1.55	5d	Nc1nonc1/C(=N/O)Nc1ccc(Cl)cc1	IC50	'='	6000	nM	5.22			UO_0000065	20.59	0.42	3.67	4.77	1	CHEMBL1042996	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1154769	1	Scientific Literature	J Med Chem	2009	None		
CHEMBL565488		None	298.1	0	1.66	5f	Nc1nonc1/C(=N/O)Nc1cccc(Br)c1	IC50	'='	73	nM	7.14			UO_0000065	23.94	0.57	5.48	6.51	0	CHEMBL1042996	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1154769	1	Scientific Literature	J Med Chem	2009	None		
CHEMBL567317		None	254.7	0	2.09	10	Nc1nonc1C(=S)Nc1cccc(Cl)c1	IC50	'>'	20000	nM				UO_0000065					0	CHEMBL1042996	Inhibition of N-terminal his-tagged human indoleamine 2,3-dioxygenase expressed in Escherichia coli assessed as N'-formylkynurenine formation by spectrophotometry	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1154769	1	Scientific Literature	J Med Chem	2009	None		
CHEMBL579014		None	253.65	0	1.55	5c	Nc1nonc1/C(=N/O)Nc1cccc(Cl)c1	IC50	'='	19	nM	7.72			UO_0000065	30.44	0.62	6.17	7.05	0	CHEMBL1042997	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1154769	1	Scientific Literature	J Med Chem	2009	CHEMBL3308376		
CHEMBL573686		None	253.65	0	1.55	5d	Nc1nonc1/C(=N/O)Nc1ccc(Cl)cc1	IC50	'='	2400	nM	5.62			UO_0000065	22.16	0.45	4.07	5.13	0	CHEMBL1042997	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1154769	1	Scientific Literature	J Med Chem	2009	CHEMBL3308376		
CHEMBL567225		None	237.19	0	1.04	5e	Nc1nonc1/C(=N/O)Nc1cccc(F)c1	IC50	'='	270	nM	6.57			UO_0000065	27.69	0.53	5.53	6	0	CHEMBL1042997	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1154769	1	Scientific Literature	J Med Chem	2009	CHEMBL3308376		
CHEMBL565489		None	233.23	0	1.21	5g	Cc1cccc(N/C(=N\O)c2nonc2N)c1	IC50	'='	120	nM	6.92			UO_0000065	29.67	0.56	5.71	6.32	0	CHEMBL1042997	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1154769	1	Scientific Literature	J Med Chem	2009	CHEMBL3308376		
CHEMBL565923		None	316.09	0	1.8	5m	Nc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1	IC50	'='	12	nM	7.92			UO_0000065	25.06	0.6	6.12	7.23	0	CHEMBL1042997	Inhibition of indoleamine 2,3-dioxygenase in IFN-gamma-stimulated human HeLa cells assessed as kynurenine formation by spectrophotometry	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1154769	1	Scientific Literature	J Med Chem	2009	CHEMBL3308376		
CHEMBL54976	TRYPTOPHAN	4	204.23	0	1.12	1-L-MT	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	IC50	'='	498700	nM		Outside typical range		UO_0000065					0	CHEMBL4044537	Inhibition of IDO-1 (unknown origin)	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4043112	1	Scientific Literature	Bioorg Med Chem	2017	None		
CHEMBL212845		None	205.29	0	1.17	FM00310	NC(=S)N/N=C1\CCc2ccccc21	IC50						Not Active						0	CHEMBL3365093	Inhibition of IDO1 (unknown origin) using L-tryptophan substrate incubated for 60 mins by HPLC	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351924	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL3318346		None	303.34	0	1.99	SEW05788	COc1ccc(-c2n[nH]cc2/C=C(/C#N)S(C)(=O)=O)cc1	IC50						Not Determined						0	CHEMBL3365093	Inhibition of IDO1 (unknown origin) using L-tryptophan substrate incubated for 60 mins by HPLC	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351924	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL3310845		None	423.42	0	4.51	1f	Cc1cccc(NNS(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)c1	IC50	'='	59	nM	7.23			UO_0000065	17.07	0.34	2.72	9	0	CHEMBL3368210	Inhibition of human recombinant IDO expressed in Escherichia coli using N-formylkynurenine as substrate incubated for 1 hr prior to NaOH addition measured after 4 hrs by spectrophotometry	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351830	1	Scientific Literature	Bioorg Med Chem Lett	2014	None		
CHEMBL3310853		None	339.8	0	2.6	2h	CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(Cl)cc2)cc1	IC50	'='	155	nM	6.81			UO_0000065	20.04	0.42	4.21	7.8	0	CHEMBL3368210	Inhibition of human recombinant IDO expressed in Escherichia coli using N-formylkynurenine as substrate incubated for 1 hr prior to NaOH addition measured after 4 hrs by spectrophotometry	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351830	1	Scientific Literature	Bioorg Med Chem Lett	2014	None		
CHEMBL3310976		None	352.21	0	2.63	3d	N#Cc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1	IC50	'='	176	nM	6.75			UO_0000065	19.18	0.46	4.12	8.24	0	CHEMBL3368210	Inhibition of human recombinant IDO expressed in Escherichia coli using N-formylkynurenine as substrate incubated for 1 hr prior to NaOH addition measured after 4 hrs by spectrophotometry	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351830	1	Scientific Literature	Bioorg Med Chem Lett	2014	None		
CHEMBL3286601		None	293.13	0	1.45	13	NNC(=S)Nc1ccc(I)cc1	IC50	'='	3500	nM	5.46			UO_0000065	18.61	0.62	4.01	10.89	0	CHEMBL3294616	Inhibition of recombinant N-terminal His-tagged human IDO (Ala2 to Gly403) overexpressed in Escherichia coli BL21 AI using L-tryptophan as substrate assessed as formation of kynurenine incubated for 5 mins in presence of p-dimethylaminobenzaldehyde	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3286378	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL2147989		None	179.61	0	2.13	8	Clc1cccc(-c2c[nH]nn2)c1	IC50	'='	620	nM	6.21			UO_0000065	34.56	0.71	4.08	14.93	1	CHEMBL2150231	Inhibition of human IDO1 transfected in mouse P815B clone-6 cells by HPLC analysis	B	BAO_0000219	cell-based format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL2146377	1	Scientific Literature	J Med Chem	2012	None		
CHEMBL808	ECONAZOLE	4	381.69	1	5.8	Econazole	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	IC50						Not Determined						0	CHEMBL3365094	Inhibition of IDO1 (unknown origin) using L-tryptophan substrate incubated for 60 mins in presence of 0.01% Triton-X by HPLC	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351924	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL3318329		None	228.21	0	1.09	S14435	COC(=O)/C(C#N)=C1/C(=O)Nc2ccccc21	IC50						Not Determined						0	CHEMBL3365094	Inhibition of IDO1 (unknown origin) using L-tryptophan substrate incubated for 60 mins in presence of 0.01% Triton-X by HPLC	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351924	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL275066		None	144.18	0	1.87	17	c1ccc(-n2ccnc2)cc1	IC50						Not Active						0	CHEMBL3365094	Inhibition of IDO1 (unknown origin) using L-tryptophan substrate incubated for 60 mins in presence of 0.01% Triton-X by HPLC	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3351924	1	Scientific Literature	Eur J Med Chem	2014	None		
CHEMBL3628602		None	415.45	0	1.49	11h	CN1CCN(C(=O)c2ccc(Cn3nnc4c3C(=O)c3ccccc3C4=O)cc2)CC1	IC50	'='	2069	nM	5.68			UO_0000065	13.68	0.25	4.19	6.43	0	CHEMBL3631086	Inhibition of recombinant human IDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL3627649	1	Scientific Literature	J Med Chem	2015	None		
CHEMBL1909734		None	179.61	0	2.13	24	Clc1ccccc1-c1cnn[nH]1	IC50	'='	32000	nM	4.5			UO_0000065	25.03	0.51	2.36	10.81	0	CHEMBL2150124	Inhibition of human recombinant N-terminal His-tagged IDO1 (Ala2 to Gly403) overexpressed in Escherichia coli BL21 at pH 6.5 after 60 mins by HPLC analysis	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL2146377	1	Scientific Literature	J Med Chem	2012	None		
CHEMBL4561507		None	304.6	0	3.97	3	Cl.NOC(c1ccccc1)c1ccc(Cl)c(Cl)c1	IC50	'='	2000	nM	5.7			UO_0000065	21.25	0.46	1.73	16.17	0	CHEMBL4329405	Inhibition of IDO1 (unknown origin) using L-tryptophan as substrate by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4325907	1	Scientific Literature	Eur J Med Chem	2019	None		
CHEMBL4558294		None	321.7	0	3.82	10	Cl.NOC(c1ccccc1)c1cccc(C(F)(F)F)c1F	IC50	'='	6000	nM	5.22			UO_0000065	18.31	0.36	1.4	14.81	0	CHEMBL4329405	Inhibition of IDO1 (unknown origin) using L-tryptophan as substrate by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4325907	1	Scientific Literature	Eur J Med Chem	2019	None		
CHEMBL4578334		None	304.6	0	3.97	6	Cl.NOC(c1ccccc1)c1ccc(Cl)cc1Cl	IC50	'='	4000	nM	5.4			UO_0000065	20.13	0.43	1.43	15.31	0	CHEMBL4329405	Inhibition of IDO1 (unknown origin) using L-tryptophan as substrate by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4325907	1	Scientific Literature	Eur J Med Chem	2019	None		
CHEMBL4544607		None	253.7	0	2.81	9	Cl.NOC(c1ccccc1)c1cccc(F)c1	IC50	'='	5000	nM	5.3			UO_0000065	24.4	0.45	2.49	15.04	0	CHEMBL4329405	Inhibition of IDO1 (unknown origin) using L-tryptophan as substrate by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4325907	1	Scientific Literature	Eur J Med Chem	2019	None		
CHEMBL4524223		None	270.16	0	3.32	8	Cl.NOC(c1ccccc1)c1ccc(Cl)cc1	IC50	'='	7150	nM	5.15			UO_0000065	22.02	0.44	1.83	14.6	0	CHEMBL4329408	Inhibition of IDO1 in human HeLa cells using L-tryptophan as substrate after 20 hrs	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4325907	1	Scientific Literature	Eur J Med Chem	2019	CHEMBL3308376		
CHEMBL407954		None	363.41	0	2.65	1	CC1(C)OC2=C(C(=O)c3ccccc3C2=O)C(NCc2ccccc2)C1O	IC50	'='	55	nM	7.26			UO_0000065	19.98	0.37	4.61	9.6	0	CHEMBL1247197	Inhibition of 2,3 dioxygenase	B	BAO_0000357	single protein format	None	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL1240438	1	Scientific Literature	Eur J Med Chem	2010	None		
CHEMBL4515137		None	364.34	0	-0.25	16	O=C(CNc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21)NCCO	IC50	'='	49	nM	7.31			UO_0000065	20.06	0.38	7.56	5.04	0	CHEMBL4410847	Inhibition of IDO1 in human HeLa cells stimulated with IFNgamma using L-tryptophan as substrate incubated for 48 hrs by fluorescence based assay	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4406911	1	Scientific Literature	ACS Med Chem Lett	2019	CHEMBL3308376		
CHEMBL4514196		None	451.19	0	2.69	16	COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1	IC50	'='	10.1	nM	8			UO_0000065	17.72	0.42	5.31	5.97	0	CHEMBL4408554	Inhibition of IDO1 in human HeLa cells using L-tryptophan as substrate incubated for 48 hrs	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4406833	1	Scientific Literature	Eur J Med Chem	2019	CHEMBL3308376		
CHEMBL4441056		None	527.29	1	3.78	27	CCOP(=O)(NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)c1ccccc1	IC50	'='	132	nM	6.88			UO_0000065	13.05	0.29	3.1	5.14	0	CHEMBL4408554	Inhibition of IDO1 in human HeLa cells using L-tryptophan as substrate incubated for 48 hrs	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4406833	1	Scientific Literature	Eur J Med Chem	2019	CHEMBL3308376		
CHEMBL4473190		None	386.32	0	2.24	47	COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(C)c1	IC50	'='	23	nM	7.64			UO_0000065	19.77	0.4	5.4	5.7	0	CHEMBL4408554	Inhibition of IDO1 in human HeLa cells using L-tryptophan as substrate incubated for 48 hrs	B	BAO_0000219	cell-based format	Homo sapiens	None	None	HeLa	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4406833	1	Scientific Literature	Eur J Med Chem	2019	CHEMBL3308376		
CHEMBL4552082		None	440.29	0	2.95	43	COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)(F)F)c1	IC50	'='	102	nM	6.99			UO_0000065	15.88	0.33	4.04	5.22	0	CHEMBL4408555	Inhibition of recombinant N-terminal His-tagged human IDO1 expressed in Escherichia coli assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate	B	BAO_0000019	assay format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4406833	1	Scientific Literature	Eur J Med Chem	2019	None		
CHEMBL4279657		None	673.5	3	3.78	19	O=C(CCCCCCn1cc(-c2ccc(C(=O)NCCNc3nonc3/C(=N/O)Nc3ccc(F)c(Br)c3)cc2)nn1)NO	IC50	'='	209.6	nM	6.68			UO_0000065	9.92	0.21	2.9	3.26	0	CHEMBL4256310	Inhibition of recombinant human GST-tagged IDO1 (1 to 404 residues) using D-Tryptophan as substrate	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4251732	1	Scientific Literature	ACS Med Chem Lett	2018	None		
CHEMBL4227820		None	403.35	1	6.45	5d	CC(C)(C)c1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	IC50	'='	4400	nM	5.36			UO_0000065	13.28	0.27	-1.09	19.8	0	CHEMBL4221207	Inhibition of human recombinant IDO1 using L-tryptophan as substrate after 30 mins by fluorimetric analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4219087	1	Scientific Literature	Bioorg Med Chem	2018	None		
CHEMBL4225080		None	361.27	1	5.46	5f	Cc1cccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c1	IC50	'='	1200	nM	5.92			UO_0000065	16.39	0.34	0.46	21.89	0	CHEMBL4221207	Inhibition of human recombinant IDO1 using L-tryptophan as substrate after 30 mins by fluorimetric analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4219087	1	Scientific Literature	Bioorg Med Chem	2018	None		
CHEMBL91	MICONAZOLE	4	416.13	1	6.45	Miconazole	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	IC50	'='	1400	nM	5.85			UO_0000065	14.07	0.32	-0.6	21.64	0	CHEMBL4221207	Inhibition of human recombinant IDO1 using L-tryptophan as substrate after 30 mins by fluorimetric analysis	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4219087	1	Scientific Literature	Bioorg Med Chem	2018	None		
CHEMBL4466840		None	250.3	0	3.66	26	c1ccc(COc2ccccc2-c2cnc[nH]2)cc1	IC50	'='	18000	nM	4.75			UO_0000065	18.96	0.34	1.08	12.52	0	CHEMBL4367261	Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method	B	BAO_0000357	single protein format	Homo sapiens	None	None	None	None				CHEMBL4685	Indoleamine 2,3-dioxygenase	Homo sapiens	SINGLE PROTEIN	CHEMBL4364294	1	Scientific Literature	J Med Chem	2019	None		
