"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL1652342"	""	"None"	"271.71"	"0"	"3.11"	"13"	"O=C1Nc2ccccc2/C1=N/Nc1cccc(Cl)c1"	"IC50"	"'='"	"46810.0"	"nM"	"4.33"	""	""	"UO_0000065"	"15.93"	"0.31"	"1.22"	"8.09"	"0"	"CHEMBL4262893"	"Inhibition of recombinant human TDO assessed as reduction in conversion of L-tryptophan to kynurenine by methylene blue dye based spectrometric method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4261541"	"1"	"Scientific Literature"	"Medchemcomm"	"2017"	"None"	""	""
"CHEMBL355606"	""	"None"	"238.26"	"0"	"3.87"	"38; 680C91"	"Fc1ccc2c(/C=C/c3cccnc3)c[nH]c2c1"	"IC50"	"'='"	"280.0"	"nM"	"6.55"	""	""	"UO_0000065"	"27.50"	"0.50"	"2.68"	"22.85"	"1"	"CHEMBL3630807"	"Inhibition of human TDO"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3627665"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""	""
"CHEMBL1812545"	""	"None"	"229.22"	"0"	"1.99"	"39; LM10"	"Fc1ccc2c(/C=C/c3nnn[nH]3)c[nH]c2c1"	"IC50"	"'='"	"620.0"	"nM"	"6.21"	""	""	"UO_0000065"	"27.08"	"0.50"	"4.22"	"8.84"	"1"	"CHEMBL3630807"	"Inhibition of human TDO"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3627665"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"None"	""	""
"CHEMBL4160126"	""	"None"	"194.62"	"0"	"2.58"	"8"	"Nc1oncc1-c1ccc(Cl)cc1"	"IC50"	"'='"	"830.0"	"nM"	"6.08"	""	""	"UO_0000065"	"31.25"	"0.64"	"3.50"	"11.68"	"0"	"CHEMBL4149710"	"Inhibition of recombinant human TDO2 assessed as decrease in conversion of L-tryptophan to N-formylkynurenine preincubated for 5 mins followed by 0.2 mM substrate addition measured after 15 mins by RapidFire mass spectrometry based fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4145589"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2018"	"None"	""	""
"CHEMBL4160126"	""	"None"	"194.62"	"0"	"2.58"	"8"	"Nc1oncc1-c1ccc(Cl)cc1"	"IC50"	"'='"	"4210.0"	"nM"	"5.38"	""	""	"UO_0000065"	"27.62"	"0.56"	"2.80"	"10.33"	"0"	"CHEMBL4149713"	"Competitive inhibition of recombinant human TDO2 assessed as decrease in conversion of L-tryptophan to N-formylkynurenine preincubated for 5 mins followed by 1 mM substrate addition measured after 15 mins by RapidFire mass spectrometry based fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4145589"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2018"	"None"	""	""
"CHEMBL4281561"	""	"None"	"406.22"	"1"	"6.41"	"276"	"Nc1oc2c(-c3cc(F)ccc3Cl)nccc2c1Nc1ccc(F)c(Cl)c1"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"15.51"	"0.32"	"-0.11"	"9.83"	"0"	"CHEMBL4257087"	"Inhibition of recombinant human TDO2 expressed in CHOK1 cells assessed as reduction in kynurenine formation using L-tryptophan as substrate measured after 2 hrs by LC/MS/MS analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4257081"	"38"	"Patent Bioactivity Data"	""	"2016"	"None"	""	""
"CHEMBL2147997"	""	"None"	"214.15"	"0"	"1.89"	"21"	"FC(F)(F)c1cc(-c2c[nH]nn2)ccn1"	"IC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2150233"	"Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2146377"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"None"	""	""
"CHEMBL1909734"	""	"None"	"179.61"	"0"	"2.13"	"24"	"Clc1ccccc1-c1cnn[nH]1"	"IC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2150233"	"Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2146377"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"None"	""	""
"CHEMBL4166941"	""	"None"	"152.20"	"0"	"1.91"	"12"	"Nc1oncc1C1CCCC1"	"IC50"	"'='"	"640.0"	"nM"	"6.19"	""	""	"UO_0000065"	"40.70"	"0.77"	"4.28"	"11.90"	"0"	"CHEMBL4149710"	"Inhibition of recombinant human TDO2 assessed as decrease in conversion of L-tryptophan to N-formylkynurenine preincubated for 5 mins followed by 0.2 mM substrate addition measured after 15 mins by RapidFire mass spectrometry based fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4145589"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2018"	"None"	""	""
"CHEMBL4176841"	""	"None"	"164.17"	"0"	"0.75"	"19"	"Cc1ccn(-c2cnoc2N)n1"	"IC50"	"'='"	"1600.0"	"nM"	"5.80"	""	""	"UO_0000065"	"35.30"	"0.66"	"5.05"	"8.30"	"0"	"CHEMBL4149710"	"Inhibition of recombinant human TDO2 assessed as decrease in conversion of L-tryptophan to N-formylkynurenine preincubated for 5 mins followed by 0.2 mM substrate addition measured after 15 mins by RapidFire mass spectrometry based fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4145589"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2018"	"None"	""	""
"CHEMBL4593520"	""	"None"	"201.23"	"0"	"1.09"	"6"	"OCCC1c2ccccc2-n2nncc21"	"IC50"	"'>'"	"25000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4345896"	"Inhibition of recombinant human TDO using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by RapidFire-Mass spectrometry"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2140"	"Tryptophan 2,3-dioxygenase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4342513"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2020"	"None"	""	""
